,plot_id,center_lon,center_lat,size_m,shape,sample_points,email,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,pl_plotid,Land Cover Elements:Trees_CanopyCover,Land Cover Elements:bush/scrub,Land Cover Elements:grass,Land Cover Elements:cultivated vegetation,Land Cover Elements:Water>treated pool,Land Cover Elements:Water>lake/ponded/container,Land Cover Elements:Water>rivers/stream,Land Cover Elements:Water>irrigation ditch,Land Cover Elements:shadow,Land Cover Elements:unknown,Land Cover Elements:Bare Ground,Land Cover Elements:Building,Land Cover Elements:Impervious Surface (no building),AOI Number
291,141074079,-86.14995410225737,39.77586718222705,square,100.0,100,39,False,,100.0,2021-07-27 18:53,75.2 secs,,0,10832,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,59.0,108.0
290,141074078,-86.1558058031377,39.77586718222705,square,100.0,100,39,False,,100.0,2021-07-27 18:52,130.0 secs,,0,10831,11.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,55.0,108.0
289,141074077,-86.12654729873604,39.78036379025664,square,100.0,100,39,False,,100.0,2021-07-27 18:49,262.6 secs,,0,10830,52.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,8.0,108.0
288,141074076,-86.13239899961638,39.78036379025664,square,100.0,100,39,False,,100.0,2021-07-27 18:45,180.3 secs,,0,10829,7.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,24.0,108.0
287,141074075,-86.13825070049671,39.78036379025664,square,100.0,100,39,False,,100.0,2021-07-27 18:42,235.3 secs,,0,10828,33.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,14.0,108.0
286,141074074,-86.14410240137704,39.78036379025664,square,100.0,100,39,False,,100.0,2021-07-27 18:38,245.9 secs,,0,10827,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,63.0,108.0
285,141074073,-86.14995410225737,39.78036379025664,square,100.0,100,39,False,,100.0,2021-07-27 18:34,169.6 secs,,0,10826,8.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,69.0,108.0
284,141074072,-86.1558058031377,39.78036379025664,square,100.0,100,39,False,,100.0,2021-07-27 18:31,338.1 secs,,0,10825,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,60.0,108.0
282,141074070,-86.13239899961638,39.78486039828624,square,100.0,100,39,False,,100.0,2021-07-27 18:16,2259.1 secs,,0,10823,11.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,53.0,108.0
281,141074069,-86.13825070049671,39.78486039828624,square,100.0,100,39,False,,100.0,2021-07-27 17:38,109.6 secs,,0,10822,42.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,108.0
280,141074068,-86.14410240137704,39.78486039828624,square,100.0,100,39,False,,100.0,2021-07-27 17:36,112.9 secs,,0,10821,17.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,108.0
278,141074066,-86.1558058031377,39.78486039828624,square,100.0,100,39,False,,100.0,2021-07-27 17:31,158.1 secs,,0,10819,31.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,36.0,108.0
277,141074065,-86.12654729873604,39.78935700631583,square,100.0,100,39,False,,100.0,2021-07-27 17:28,511.3 secs,,0,10818,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,65.0,29.0,108.0
276,141074064,-86.13239899961638,39.78935700631583,square,100.0,100,39,False,,100.0,2021-07-27 16:56,145.0 secs,,0,10817,23.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,44.0,108.0
275,141074063,-86.13825070049671,39.78935700631583,square,100.0,100,39,False,,100.0,2021-07-27 16:51,163.2 secs,,0,10816,23.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,33.0,108.0
274,141074062,-86.14410240137704,39.78935700631583,square,100.0,100,39,False,,100.0,2021-07-27 16:49,175.9 secs,,0,10815,10.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,24.0,14.0,108.0
273,141074061,-86.14995410225737,39.78935700631583,square,100.0,100,39,False,,100.0,2021-07-27 16:46,266.5 secs,,0,10814,25.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,24.0,27.0,108.0
272,141074060,-86.1558058031377,39.78935700631583,square,100.0,100,39,False,,100.0,2021-07-27 16:41,76.8 secs,,0,10813,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,58.0,108.0
336,141074124,-78.37605372418429,43.13797335442517,square,100.0,100,52,False,,100.0,2021-07-27 16:10,25.4 secs,,0,11003,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
337,141074125,-78.36989266556644,43.13797335442517,square,100.0,100,52,False,,100.0,2021-07-27 16:12,154.4 secs,,0,11004,0.0,0.0,10.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,110.0
338,141074126,-78.3637316069486,43.13797335442517,square,100.0,100,52,False,,100.0,2021-07-27 16:44,13.7 secs,,0,11005,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
352,141074140,-78.38837584141999,43.12448353033639,square,100.0,100,52,False,,100.0,2021-07-27 16:28,4.3 secs,,0,11019,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
363,141074151,-78.35757054833076,43.11998692230679,square,100.0,100,52,False,,100.0,2021-07-27 16:39,6.0 secs,,0,11030,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
362,141074150,-78.3637316069486,43.11998692230679,square,100.0,100,52,False,,100.0,2021-07-27 16:39,37.5 secs,,0,11029,15.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
361,141074149,-78.36989266556644,43.11998692230679,square,100.0,100,52,False,,100.0,2021-07-27 16:39,53.7 secs,,0,11028,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,110.0
360,141074148,-78.37605372418429,43.11998692230679,square,100.0,100,52,False,,100.0,2021-07-27 16:38,64.1 secs,,0,11027,49.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
359,141074147,-78.38221478280214,43.11998692230679,square,100.0,100,52,False,,100.0,2021-07-27 16:37,4.5 secs,,0,11026,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
358,141074146,-78.38837584141999,43.11998692230679,square,100.0,100,52,False,,100.0,2021-07-27 16:37,4.4 secs,,0,11025,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
357,141074145,-78.35757054833076,43.12448353033639,square,100.0,100,52,False,,100.0,2021-07-27 16:36,140.4 secs,,0,11024,41.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
356,141074144,-78.3637316069486,43.12448353033639,square,100.0,100,52,False,,100.0,2021-07-27 16:34,20.9 secs,,0,11023,89.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
355,141074143,-78.36989266556644,43.12448353033639,square,100.0,100,52,False,,100.0,2021-07-27 16:34,20.8 secs,,0,11022,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,110.0
354,141074142,-78.37605372418429,43.12448353033639,square,100.0,100,52,False,,100.0,2021-07-27 16:43,89.6 secs,,0,11021,33.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
353,141074141,-78.38221478280214,43.12448353033639,square,100.0,100,52,False,,100.0,2021-07-27 16:29,64.3 secs,,0,11020,23.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
351,141074139,-78.35757054833076,43.12898013836598,square,100.0,100,52,False,,100.0,2021-07-27 16:28,4.8 secs,,0,11018,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
339,141074127,-78.35757054833076,43.13797335442517,square,100.0,100,52,False,,100.0,2021-07-27 16:14,59.4 secs,,0,11006,82.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
350,141074138,-78.3637316069486,43.12898013836598,square,100.0,100,52,False,,100.0,2021-07-27 16:28,75.6 secs,,0,11017,64.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
349,141074137,-78.36989266556644,43.12898013836598,square,100.0,100,52,False,,100.0,2021-07-27 16:27,30.3 secs,,0,11016,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,110.0
348,141074136,-78.37605372418429,43.12898013836598,square,100.0,100,52,False,,100.0,2021-07-27 16:26,278.6 secs,,0,11015,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
347,141074135,-78.38221478280214,43.12898013836598,square,100.0,100,52,False,,100.0,2021-07-27 16:22,12.9 secs,,0,11014,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
346,141074134,-78.38837584141999,43.12898013836598,square,100.0,100,52,False,,100.0,2021-07-27 16:43,6.7 secs,,0,11013,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
345,141074133,-78.35757054833076,43.13347674639558,square,100.0,100,52,False,,100.0,2021-07-27 16:21,51.1 secs,,0,11012,84.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
344,141074132,-78.3637316069486,43.13347674639558,square,100.0,100,52,False,,100.0,2021-07-27 16:20,23.3 secs,,0,11011,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
343,141074131,-78.36989266556644,43.13347674639558,square,100.0,100,52,False,,100.0,2021-07-27 16:20,234.8 secs,,0,11010,72.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,110.0
342,141074130,-78.37605372418429,43.13347674639558,square,100.0,100,52,False,,100.0,2021-07-27 16:16,36.3 secs,,0,11009,92.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
341,141074129,-78.38221478280214,43.13347674639558,square,100.0,100,52,False,,100.0,2021-07-27 16:15,59.7 secs,,0,11008,84.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
340,141074128,-78.38837584141999,43.13347674639558,square,100.0,100,52,False,,100.0,2021-07-27 16:14,10.4 secs,,0,11007,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
271,141074059,-86.12654729873604,39.79385361434543,square,100.0,100,39,False,,100.0,2021-07-27 16:40,104.7 secs,,0,10812,26.0,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,108.0
269,141074057,-86.13825070049671,39.79385361434543,square,100.0,100,39,False,,100.0,2021-07-27 16:37,93.0 secs,,0,10810,5.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,108.0
268,141074056,-86.14410240137704,39.79385361434543,square,100.0,100,39,False,,100.0,2021-07-27 16:36,127.2 secs,,0,10809,10.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,24.0,108.0
243,141074031,-75.83580895818476,37.65608869598521,square,100.0,100,54,False,,100.0,2021-07-29 02:43,23.8 secs,,0,10721,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,107.0
267,141074055,-86.14995410225737,39.79385361434543,square,100.0,100,39,False,,100.0,2021-07-27 16:34,223.3 secs,,0,10808,23.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,29.0,108.0
266,141074054,-86.1558058031377,39.79385361434543,square,100.0,100,39,False,,100.0,2021-07-27 16:30,189.5 secs,,0,10807,13.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,25.0,108.0
265,141074053,-86.12654729873604,39.79835022237502,square,100.0,100,39,False,,100.0,2021-07-27 16:27,154.2 secs,,0,10806,12.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,32.0,108.0
264,141074052,-86.13239899961638,39.79835022237502,square,100.0,100,39,False,,100.0,2021-07-27 16:24,146.6 secs,,0,10805,40.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,12.0,108.0
263,141074051,-86.13825070049671,39.79835022237502,square,100.0,100,39,False,,100.0,2021-07-27 16:22,221.5 secs,,0,10804,9.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,49.0,108.0
262,141074050,-86.14410240137704,39.79835022237502,square,100.0,100,39,False,,100.0,2021-07-27 16:18,127.8 secs,,0,10803,8.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,13.0,108.0
261,141074049,-86.14995410225737,39.79835022237502,square,100.0,100,39,False,,100.0,2021-07-27 16:16,236.9 secs,,0,10802,37.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0,108.0
260,141074048,-86.1558058031377,39.79835022237502,square,100.0,100,39,False,,100.0,2021-07-27 16:12,301.8 secs,,0,10801,26.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,19.0,108.0
259,141074047,-86.14117655093688,39.78710870230103,square,100.0,100,39,False,,100.0,2021-07-27 16:07,173.3 secs,,0,10800,3.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,108.0
252,141074040,-75.81876920907624,37.65159208795561,square,100.0,100,54,False,,100.0,2021-07-29 02:59,25.1 secs,,0,10730,1.0,1.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
245,141074033,-75.82444912544574,37.65608869598521,square,100.0,100,54,False,,100.0,2021-07-29 02:51,119.4 secs,,0,10723,18.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,107.0
242,141074030,-75.84148887455427,37.65608869598521,square,100.0,100,54,False,,100.0,2021-07-29 02:42,10.1 secs,,0,10720,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,107.0
241,141074029,-75.84716879092377,37.65608869598521,square,100.0,100,54,False,,100.0,2021-07-29 02:42,24.6 secs,,0,10719,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,107.0
238,141074026,-75.83012904181525,37.6605853040148,square,100.0,100,54,False,,100.0,2021-07-29 02:36,240.8 secs,,0,10716,44.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,107.0
234,141074022,-75.81876920907624,37.6650819120444,square,100.0,100,54,False,,100.0,2021-07-29 02:29,10.9 secs,,0,10712,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
233,141074021,-75.82444912544574,37.6650819120444,square,100.0,100,54,False,,100.0,2021-07-29 02:29,10.7 secs,,0,10711,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
229,141074017,-75.84716879092377,37.6650819120444,square,100.0,100,54,False,,100.0,2021-07-29 02:20,158.8 secs,,0,10707,15.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,107.0
225,141074013,-75.83580895818476,37.66957852007399,square,100.0,100,54,False,,100.0,2021-07-29 02:13,15.0 secs,,0,10703,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
223,141074011,-75.84716879092377,37.66957852007399,square,100.0,100,54,False,,100.0,2021-07-29 02:11,32.4 secs,,0,10701,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
222,141074010,-75.832969,37.658337,square,100.0,100,54,False,,100.0,2021-07-29 02:11,439.7 secs,,0,10700,47.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,107.0
1801,140878872,-97.82409967614116,30.43245108795561,square,100.0,100,66,False,,100.0,2021-07-18 04:13,297.5 secs,,0,4825,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
1792,140878863,-97.80845326477176,30.441444304014794,square,100.0,100,66,False,,100.0,2021-07-15 23:43,273.6 secs,,0,4816,24.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,5.0,48.0
1791,140878862,-97.81366873522823,30.441444304014794,square,100.0,100,66,False,,100.0,2021-07-15 23:38,1510.1 secs,,0,4815,71.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,13.0,48.0
1392,140878463,-96.7453298341507,33.09384569598521,square,100.0,100,12,False,,100.0,2021-07-23 02:50,205.3 secs,,0,3723,25.0,0.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,37.0
1418,140878489,-97.74774467170384,30.57008091204439,square,100.0,100,28,False,,100.0,2021-07-19 17:01,659.4 secs,,0,3812,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,46.0,0.0,21.0,38.0
1417,140878488,-97.7529668030223,30.57008091204439,square,100.0,100,28,False,,100.0,2021-07-19 16:50,420.8 secs,,0,3811,69.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,38.0
1416,140878487,-97.75818893434077,30.57008091204439,square,100.0,100,28,False,,100.0,2021-07-19 16:43,263.5 secs,,0,3810,91.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,38.0
1415,140878486,-97.76341106565924,30.57008091204439,square,100.0,100,28,False,,100.0,2021-07-19 16:38,737.0 secs,,0,3809,63.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,38.0
1414,140878485,-97.76863319697767,30.57008091204439,square,100.0,100,28,False,,100.0,2021-07-19 16:26,680.3 secs,,0,3808,87.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,38.0
1413,140878484,-97.77385532829616,30.57008091204439,square,100.0,100,28,False,,100.0,2021-07-19 16:15,903.1 secs,,0,3807,12.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,15.0,30.0,38.0
1412,140878483,-97.74774467170384,30.574577520073984,square,100.0,100,28,False,,100.0,2021-07-19 16:00,1093.7 secs,,0,3806,40.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0,0.0,0.0,38.0
1411,140878482,-97.7529668030223,30.574577520073984,square,100.0,100,28,False,,100.0,2021-07-19 15:42,663.3 secs,,0,3805,39.0,2.0,32.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,2.0,8.0,4.0,38.0
1410,140878481,-97.75818893434077,30.574577520073984,square,100.0,100,28,False,,100.0,2021-07-19 15:30,459.8 secs,,0,3804,24.0,1.0,49.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,2.0,1.0,9.0,38.0
1409,140878480,-97.76341106565924,30.574577520073984,square,100.0,100,28,False,,100.0,2021-07-19 15:23,516.1 secs,,0,3803,64.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,4.0,1.0,38.0
1408,140878479,-97.76863319697767,30.574577520073984,square,100.0,100,28,False,,100.0,2021-07-19 15:14,703.2 secs,,0,3802,2.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,29.0,22.0,38.0
1407,140878478,-97.77385532829616,30.574577520073984,square,100.0,100,28,False,,100.0,2021-07-19 15:03,642.7 secs,,0,3801,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,9.0,27.0,21.0,38.0
1406,140878477,-97.7608,30.563336,square,100.0,100,28,False,,100.0,2021-07-19 14:52,743.1 secs,,0,3800,31.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,38.0
1405,140878476,-96.73996239025116,33.08485247992602,square,100.0,100,12,False,,100.0,2021-07-23 03:28,119.5 secs,,0,3736,41.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,11.0,37.0
1404,140878475,-96.7453298341507,33.08485247992602,square,100.0,100,12,False,,100.0,2021-07-23 03:26,117.7 secs,,0,3735,32.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,33.0,37.0
1403,140878474,-96.75069727805024,33.08485247992602,square,100.0,100,12,False,,100.0,2021-07-23 03:24,113.3 secs,,0,3734,33.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,24.0,37.0
1402,140878473,-96.75606472194976,33.08485247992602,square,100.0,100,12,False,,100.0,2021-07-23 03:22,120.0 secs,,0,3733,11.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,37.0
1401,140878472,-96.76143216584931,33.08485247992602,square,100.0,100,12,False,,100.0,2021-07-23 03:20,145.1 secs,,0,3732,24.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,31.0,37.0
1400,140878471,-96.76679960974886,33.08485247992602,square,100.0,100,12,False,,100.0,2021-07-23 03:18,173.9 secs,,0,3731,35.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,10.0,37.0
1399,140878470,-96.73996239025116,33.08934908795561,square,100.0,100,12,False,,100.0,2021-07-23 03:15,132.7 secs,,0,3730,21.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,28.0,37.0
1398,140878469,-96.7453298341507,33.08934908795561,square,100.0,100,12,False,,100.0,2021-07-23 03:13,157.0 secs,,0,3729,18.0,1.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,19.0,37.0
1397,140878468,-96.75069727805024,33.08934908795561,square,100.0,100,12,False,,100.0,2021-07-23 03:10,107.7 secs,,0,3728,15.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,25.0,37.0
1396,140878467,-96.75606472194976,33.08934908795561,square,100.0,100,12,False,,100.0,2021-07-23 03:08,614.7 secs,,0,3727,24.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,32.0,37.0
1395,140878466,-96.76143216584931,33.08934908795561,square,100.0,100,12,False,,100.0,2021-07-23 02:58,139.9 secs,,0,3726,23.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,25.0,37.0
1394,140878465,-96.76679960974886,33.08934908795561,square,100.0,100,12,False,,100.0,2021-07-23 02:56,176.9 secs,,0,3725,24.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,15.0,37.0
1419,140878490,-97.77385532829616,30.565584304014795,square,100.0,100,28,False,,100.0,2021-07-19 17:12,703.8 secs,,0,3813,8.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,14.0,13.0,34.0,38.0
1420,140878491,-97.76863319697767,30.565584304014795,square,100.0,100,28,False,,100.0,2021-07-19 17:18,330.5 secs,,0,3814,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,38.0
1421,140878492,-97.76341106565924,30.565584304014795,square,100.0,100,28,False,,100.0,2021-07-19 17:33,918.7 secs,,0,3815,54.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,38.0
1435,140878506,-97.7529668030223,30.55659108795561,square,100.0,100,28,False,,100.0,2021-07-19 19:31,530.3 secs,,0,3829,38.0,1.0,48.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,5.0,0.0,0.0,38.0
1446,140878517,-83.78524172606019,42.35184152007399,square,100.0,100,51,False,,100.0,2021-07-12 20:32,122.2 secs,,0,3903,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
1445,140878516,-83.79132517818057,42.35184152007399,square,100.0,100,51,False,,100.0,2021-07-12 20:28,204.6 secs,,0,3902,37.0,14.0,9.0,36.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,39.0
1444,140878515,-83.79740863030095,42.35184152007399,square,100.0,100,51,False,,100.0,2021-07-12 20:29,97.8 secs,,0,3901,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
1443,140878514,-83.7822,42.3406,square,100.0,100,51,False,,100.0,2021-07-12 20:22,153.0 secs,,0,3900,41.0,17.0,23.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,39.0
1442,140878513,-97.74774467170384,30.552094479926016,square,100.0,100,28,False,,100.0,2021-07-19 22:14,555.4 secs,,0,3836,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,17.0,14.0,38.0
1441,140878512,-97.7529668030223,30.552094479926016,square,100.0,100,28,False,,100.0,2021-07-19 22:04,551.1 secs,,0,3835,48.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,18.0,21.0,38.0
1440,140878511,-97.75818893434077,30.552094479926016,square,100.0,100,28,False,,100.0,2021-07-19 21:55,599.7 secs,,0,3834,35.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,19.0,25.0,38.0
1439,140878510,-97.76341106565924,30.552094479926016,square,100.0,100,28,False,,100.0,2021-07-19 21:45,505.5 secs,,0,3833,61.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,4.0,38.0
1438,140878509,-97.76863319697767,30.552094479926016,square,100.0,100,28,False,,100.0,2021-07-19 21:37,339.4 secs,,0,3832,21.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0
1437,140878508,-97.77385532829616,30.552094479926016,square,100.0,100,28,False,,100.0,2021-07-19 21:31,320.0 secs,,0,3831,87.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
